ID,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
102222,86.4,0,2,0,24/11/16
102223,81.67,0,1,0,24/11/16
102224,75,0,0,0,24/11/16
102225,91.38,0,2,0,24/11/16
102226,75,0,0,0,24/11/16
102227,103,0,1,0,24/11/16
102228,88,0,1,0,13/12/16
102229,74.8,0,1,0,28/11/16
102230,123.68,0,1,0,25/11/16
102231,88.4,0,2,0,25/11/16
102232,87.78,0,0,0,25/11/16
102233,88,0,1,0,25/11/16
102234,165,0,0,0,25/11/16
102235,65.6,0,0,0,25/11/16
102236,75,0,0,0,25/11/16
102237,75,0,0,0,25/11/16
102238,75.2,0,0,0,25/11/16
102239,65,1,0,0,25/11/16
102240,67,0,0,0,25/11/16
102241,120.7,0,1,0,25/11/16
102242,75,0,0,0,25/11/16
102243,85,0,0,0,25/11/16
102244,75,0,0,0,25/11/16
102245,72,0,0,0,25/11/16
102246,88.4,0,0,0,25/11/16
102247,100,0,1,0,25/11/16
102248,98,0,2,0,25/11/16
102249,98,0,0,0,25/11/16
102250,74.8,0,1,0,25/11/16
102251,95,0,0,0,25/11/16
102252,95,0,0,0,25/11/16
102253,95,0,0,0,25/11/16
102254,152,0,0,0,25/11/16
102255,80.08,0,1,0,25/11/16
102256,0,0,0,0,25/11/16
102257,79,0,0,0,25/11/16
102258,75,0,0,0,25/11/16
102259,0,0,0,0,26/11/16
102260,75,0,1,0,26/11/16
102261,99.51,0,2,0,26/11/16
102262,97.75,0,2,0,26/11/16
102263,97.75,0,2,0,26/11/16
102264,88.4,0,1,0,26/11/16
102265,68.07,0,1,0,26/11/16
102266,72,0,1,0,26/11/16
102267,97.54,0,1,0,26/11/16
102268,77.78,0,2,0,26/11/16
102269,114.3,0,0,0,26/11/16
102270,71.1,0,0,0,26/11/16
102271,91.2,0,2,0,26/11/16
102272,71.1,0,0,0,26/11/16
102273,77,0,0,0,26/11/16
102274,116.67,0,2,0,26/11/16
102275,79.75,0,0,0,26/11/16
102276,104,0,2,0,26/11/16
102277,78.3,0,2,0,26/11/16
102278,78.3,0,1,0,26/11/16
102279,78.3,0,2,0,26/11/16
102280,78.3,0,2,0,26/11/16
102281,88,0,1,0,26/11/16
102282,78.3,0,1,0,26/11/16
102283,111,0,0,0,26/11/16
102284,78.3,0,2,0,26/11/16
102285,80.07,0,0,0,26/11/16
102286,78.3,0,2,0,26/11/16
102287,67,0,0,0,26/11/16
102288,67,0,0,0,26/11/16
102289,78.3,0,2,0,26/11/16
102290,78.3,0,2,0,26/11/16
102291,78.3,0,1,0,26/11/16
102292,78.3,0,1,0,26/11/16
102293,85,0,2,0,26/11/16
102294,181,0,2,0,26/11/16
102295,90,0,0,0,26/11/16
102296,105,0,0,0,26/11/16
102297,0,0,1,0,26/11/16
102298,161,0,2,0,26/11/16
102299,76,1,0,0,26/11/16
102300,76,1,0,0,26/11/16
102301,121.88,0,2,0,26/11/16
102302,85.05,0,0,0,26/11/16
102303,74.8,0,3,0,26/11/16
102304,119,0,2,0,26/11/16
102305,88.4,0,3,0,26/11/16
102306,75,0,0,0,26/11/16
102307,104,0,1,0,26/11/16
102308,93.6,0,1,0,26/11/16
102309,75,0,0,0,26/11/16
102310,67,0,0,0,26/11/16
102311,78.3,0,2,0,26/11/16
102312,104,0,2,0,26/11/16
102313,67,0,0,0,26/11/16
102314,88.4,0,2,0,26/11/16
102315,67,0,0,0,26/11/16
102316,55.76,0,0,0,26/11/16
102317,95,0,1,0,26/11/16
102318,161,0,0,0,26/11/16
102319,59.03,0,0,0,26/11/16
102320,0,0,0,0,26/11/16
102321,0,0,1,0,26/11/16
102322,75,0,0,0,27/11/16
102323,68,0,0,0,27/11/16
102324,77,0,1,0,27/11/16
102325,63.75,0,0,0,27/11/16
102326,92.65,0,0,0,27/11/16
102327,72,0,0,0,27/11/16
102328,110.7,0,0,0,27/11/16
102329,104,0,1,0,27/11/16
102330,95,0,0,0,27/11/16
102331,95.38,0,1,0,27/11/16
102332,95.38,0,1,0,27/11/16
102333,95.38,0,1,0,27/11/16
102334,95.38,0,1,0,27/11/16
102335,95.38,0,1,0,27/11/16
102336,78.23,0,1,0,27/11/16
102337,91.38,0,1,0,27/11/16
102338,75,0,0,0,27/11/16
102339,75,0,0,0,27/11/16
102340,64.56,0,0,0,27/11/16
102341,64.56,0,0,0,27/11/16
102342,68,0,0,0,27/11/16
102343,79.2,0,2,0,27/11/16
102344,95,0,0,0,27/11/16
102345,115.55,0,3,0,27/11/16
102346,80,0,0,0,27/11/16
102347,74.54,0,0,0,27/11/16
102348,105,0,0,0,27/11/16
102349,68.07,0,1,0,27/11/16
102350,68.07,0,1,0,27/11/16
102351,68,0,1,0,27/11/16
102352,79.2,0,0,0,27/11/16
102353,93.6,0,0,0,27/11/16
102354,93.6,0,0,0,27/11/16
102355,93.6,0,0,0,27/11/16
102356,86.4,0,0,0,27/11/16
102357,105,0,0,0,27/11/16
102358,75,0,0,0,27/11/16
102359,124,0,3,0,27/11/16
102360,83.13,0,0,0,27/11/16
102361,113,0,1,0,27/11/16
102362,83.13,0,0,0,27/11/16
102363,113,0,1,0,27/11/16
102364,79.2,0,2,0,27/11/16
102365,88.29,0,1,0,27/11/16
102366,93.6,0,1,0,27/11/16
102367,105,0,0,0,27/11/16
102368,88,0,2,0,27/11/16
102369,89,0,0,0,27/11/16
102370,95,0,0,0,27/11/16
102371,68.26,0,1,0,27/11/16
102372,124.5,0,0,0,27/11/16
102373,156.6,0,2,0,27/11/16
102374,97.4,1,1,0,27/11/16
102375,144.8,0,0,0,27/11/16
102376,0,0,1,0,27/11/16
102377,153.8,0,0,0,27/11/16
102378,144.8,0,0,0,27/11/16
102379,107,1,0,0,27/11/16
102380,90,0,1,0,27/11/16
102381,90,0,1,0,27/11/16
102382,93.6,0,3,0,27/11/16
102383,90,0,1,0,27/11/16
102384,91.38,0,1,0,27/11/16
102385,75,0,0,0,27/11/16
102386,104,0,2,0,27/11/16
102387,74.88,0,0,0,27/11/16
102388,90,0,0,0,27/11/16
102389,90,0,0,0,27/11/16
102390,79.2,0,0,0,27/11/16
102391,95,0,0,0,27/11/16
102392,81,1,0,0,27/11/16
102393,153,0,2,0,27/11/16
102394,90,0,2,0,27/11/16
102395,79.2,0,0,0,27/11/16
102396,93.6,0,2,0,27/11/16
102397,90,0,2,0,27/11/16
102398,74.8,0,1,0,27/11/16
102399,20,0,2,0,27/11/16
102400,79.2,0,1,0,27/11/16
102401,64.56,0,0,0,27/11/16
102402,79.2,0,0,0,27/11/16
102403,0,0,0,0,27/11/16
102404,101.36,0,0,0,28/11/16
102405,90,0,0,0,28/11/16
102406,90,0,0,0,28/11/16
102407,68.07,0,1,0,28/11/16
102408,79.2,0,0,0,28/11/16
102409,94.5,0,0,0,28/11/16
102410,67.5,0,2,0,28/11/16
102411,108.67,0,1,0,28/11/16
102412,0,0,0,0,28/11/16
102413,79.2,0,1,0,28/11/16
102414,126,0,1,0,28/11/16
102415,79.2,0,1,0,28/11/16
102416,91.38,0,2,0,28/11/16
102417,86.4,0,1,0,28/11/16
102418,100.38,0,2,0,28/11/16
102419,104,0,1,0,28/11/16
102420,68,0,0,0,28/11/16
102421,72,0,0,0,28/11/16
102422,74.8,0,2,0,28/11/16
102423,98.13,0,2,0,28/11/16
102424,74.8,0,2,0,28/11/16
102425,75,0,1,0,28/11/16
102426,104,0,2,0,28/11/16
102427,104,0,1,0,28/11/16
102428,122.1,0,0,0,28/11/16
102429,98.8,0,2,0,28/11/16
102430,125,0,0,0,28/11/16
102431,92.65,0,0,0,28/11/16
102432,81,0,1,0,28/11/16
102433,89.55,0,2,0,28/11/16
102434,90,0,0,0,28/11/16
102435,108.67,0,2,0,28/11/16
102436,75,0,0,0,29/11/16
102437,96.9,0,2,0,29/11/16
102438,96.9,0,2,0,29/11/16
102439,96.9,0,2,0,29/11/16
102440,68.07,0,1,0,29/11/16
102441,68.07,1,1,0,29/11/16
102442,150.07,0,0,0,29/11/16
102443,174,0,0,0,29/11/16
102444,88,0,2,0,29/11/16
102445,84,0,0,0,29/11/16
102446,129.2,0,1,0,29/11/16
102447,57.59,0,2,0,29/11/16
102448,77,0,0,0,29/11/16
102449,77,0,0,0,29/11/16
102450,77,0,0,0,29/11/16
102451,72,0,0,0,29/11/16
102452,73.37,0,1,0,29/11/16
102453,98,0,0,0,29/11/16
102454,79.2,0,1,0,29/11/16
102455,72,0,0,0,29/11/16
102456,90,0,2,0,29/11/16
102457,154,0,1,0,29/11/16
102458,131.5,0,1,0,29/11/16
102459,75,0,0,0,29/11/16
102460,75,0,0,0,29/11/16
102461,68.07,0,1,0,29/11/16
102462,57.59,0,1,0,29/11/16
102463,75,0,0,0,29/11/16
102464,68.67,0,0,0,29/11/16
102465,105,0,0,0,29/11/16
102466,90,0,0,0,29/11/16
102467,130.33,0,2,0,29/11/16
102468,84.6,0,0,0,29/11/16
102469,77,0,0,0,29/11/16
102470,97,1,1,0,29/11/16
102471,93.6,0,1,0,29/11/16
102472,103.87,0,1,0,29/11/16
102473,88,0,1,0,29/11/16
102474,79,0,0,0,29/11/16
102475,68,0,0,0,29/11/16
102476,75,0,0,0,29/11/16
102477,65,0,0,0,30/11/16
102478,78,0,0,0,30/11/16
102479,4.5,0,0,0,30/11/16
102480,103,0,2,0,30/11/16
102481,75,0,0,0,30/11/16
102482,96,0,1,0,30/11/16
102483,65,0,0,0,30/11/16
102484,79,0,0,0,30/11/16
102485,75,0,1,0,30/11/16
102486,79,0,0,0,30/11/16
102487,79,0,1,0,30/11/16
102488,79,0,1,0,15/12/16
102489,80,0,2,0,9/03/17
102490,65,0,0,0,30/11/16
102491,79,1,1,0,30/11/16
102492,79,0,1,0,13/12/16
102493,89,1,1,0,2/03/17
102494,89,0,2,0,9/03/17
102495,95,0,2,0,6/04/17
102496,95,0,2,0,3/08/17
102497,65,0,0,0,30/11/16
102498,80,0,0,0,30/11/16
102499,65,0,0,0,30/11/16
102500,117.3,0,2,0,30/11/16
102501,85,0,2,0,30/11/16
102502,80,0,0,0,30/11/16
102503,82.35,0,0,0,30/11/16
102504,75,0,0,0,30/11/16
102505,65,0,0,0,30/11/16
102506,79,0,0,0,30/11/16
102507,80,0,0,0,24/02/17
102508,150,0,0,0,28/06/17
102509,0,0,1,0,30/11/16
102510,57.59,0,1,0,30/11/16
102511,65,0,0,0,30/11/16
102512,79,0,0,0,30/11/16
102513,95,0,0,0,22/03/17
102514,103,0,0,0,30/11/16
102515,75.2,0,0,0,30/11/16
102516,75.2,0,0,0,30/11/16
102517,65,0,0,0,30/11/16
102518,106.33,0,0,0,30/11/16
102519,75,0,0,0,30/11/16
102520,75,0,0,0,30/11/16
102521,65,0,0,0,30/11/16
102522,75,0,0,0,30/11/16
102523,68.76,0,1,0,30/11/16
102524,68,0,0,0,30/11/16
102525,88.4,0,3,0,30/11/16
102526,75.51,0,0,0,30/11/16
102527,80,0,0,0,30/11/16
102528,65,0,0,0,30/11/16
102529,90,0,3,0,30/11/16
102530,65,0,0,0,30/11/16
102531,106.33,0,1,0,30/11/16
102532,70.82,0,0,0,30/11/16
102533,74.8,0,3,0,30/11/16
102534,79.2,0,0,0,30/11/16
102535,80.2,0,0,0,30/11/16
102536,65,0,0,0,1/12/16
102537,88.4,0,2,0,1/12/16
102538,65,0,0,0,1/12/16
102539,90.78,0,0,0,1/12/16
102540,68,0,0,0,1/12/16
102541,90,0,0,0,1/12/16
102542,142,0,0,0,1/12/16
102543,98.33,0,2,0,1/12/16
102544,98.33,0,2,0,1/12/16
102545,88.2,0,1,0,1/12/16
102546,93,0,0,0,1/12/16
102547,89.89,0,1,0,1/12/16
102548,65,0,0,0,1/12/16
102549,80,0,0,0,1/12/16
102550,80,0,0,0,1/12/16
102551,98,0,0,0,1/12/16
102552,68,0,0,0,1/12/16
102553,85,0,0,0,1/12/16
102554,65,0,0,0,1/12/16
102555,65,0,0,0,1/12/16
102556,80,0,0,0,1/12/16
102557,96,0,1,0,1/12/16
102558,89.89,0,2,0,1/12/16
102559,65,0,0,0,1/12/16
102560,73,0,1,0,1/12/16
102561,75,0,1,0,14/01/17
102562,73,0,1,0,1/12/16
102563,64,0,1,0,1/12/16
102564,91.38,0,0,0,1/12/16
102565,65,0,0,0,1/12/16
102566,89.89,0,1,0,1/12/16
102567,65,0,0,0,1/12/16
102568,169.75,0,0,0,1/12/16
102569,0,0,2,0,1/12/16
102570,81,0,0,0,2/12/16
102571,81,0,0,0,2/12/16
102572,76,0,0,0,2/12/16
102573,76,0,0,0,2/12/16
102574,76,0,0,0,2/12/16
102575,81,0,0,0,2/12/16
102576,76,0,0,0,2/12/16
102577,81,0,0,0,2/12/16
102578,76,0,0,0,2/12/16
102579,81,0,0,0,2/12/16
102580,75,0,0,0,2/12/16
102581,65,0,0,0,2/12/16
102582,77,0,0,0,2/12/16
102583,79.2,0,2,0,2/12/16
102584,96.9,0,1,0,2/12/16
102585,88.22,0,1,0,2/12/16
102586,68.07,0,2,0,2/12/16
102587,72.07,0,2,0,8/12/16
102588,75,0,0,0,2/12/16
102589,98.1,0,1,0,2/12/16
102590,98.1,0,0,0,2/12/16
102591,71.25,0,2,0,2/12/16
102592,88.4,0,0,0,2/12/16
102593,138.33,0,0,0,2/12/16
102594,106.33,0,2,0,2/12/16
102595,88,0,0,0,2/12/16
102596,49.59,0,0,0,2/12/16
102597,49.59,0,0,0,2/12/16
102598,75,0,0,0,2/12/16
102599,174,0,0,0,2/12/16
102600,66.71,0,1,0,2/12/16
102601,89.59,0,1,0,2/12/16
102602,63.2,0,0,0,2/12/16
102603,154,0,0,0,2/12/16
102604,88.4,0,1,0,2/12/16
102605,88,0,0,0,2/12/16
102606,90,0,0,0,2/12/16
102607,88.4,0,2,0,2/12/16
102608,70.4,0,1,0,2/12/16
102609,90,0,0,0,2/12/16
102610,90,0,0,0,2/12/16
102611,104,0,2,0,2/12/16
102612,0,0,0,0,3/12/16
102613,88,0,2,0,3/12/16
102614,80.79,0,1,0,3/12/16
102615,88,0,1,0,3/12/16
102616,68,0,0,0,3/12/16
102617,90,0,0,0,3/12/16
102618,94,1,3,0,3/12/16
102619,67.76,0,1,0,3/12/16
102620,148.2,0,0,0,3/12/16
102621,96,0,1,0,3/12/16
102622,73.95,0,1,0,3/12/16
102623,83.8,0,1,0,3/12/16
102624,122,0,2,0,3/12/16
102625,85,0,0,0,4/12/16
102626,142,0,2,0,3/12/16
102627,174,0,0,0,3/12/16
102628,82.2,0,2,0,3/12/16
102629,103.7,0,2,0,3/12/16
102630,74.8,0,1,0,3/12/16
102631,77.86,0,2,0,3/12/16
102632,77.86,0,2,0,3/12/16
102633,60.98,0,1,0,4/12/16
102634,68,0,0,0,4/12/16
102635,75,0,0,0,4/12/16
102636,116.33,0,1,0,4/12/16
102637,117.5,0,2,0,4/12/16
102638,91.8,0,1,0,4/12/16
102639,93.6,0,2,0,4/12/16
102640,91.8,0,1,0,4/12/16
102641,91.8,0,1,0,4/12/16
102642,59.84,0,0,0,4/12/16
102643,85,0,0,0,4/12/16
102644,72,0,1,0,4/12/16
102645,0,0,0,0,4/12/16
102646,85,0,0,0,4/12/16
102647,66.18,0,1,0,4/12/16
102648,85,0,1,0,4/12/16
102649,156.33,0,2,0,4/12/16
102650,93.6,0,1,0,4/12/16
102651,88.4,0,2,0,4/12/16
102652,88,0,1,0,4/12/16
102653,75,0,0,0,4/12/16
102654,88,0,2,0,4/12/16
102655,66.88,0,0,0,4/12/16
102656,105,0,1,0,4/12/16
102657,69.36,0,0,0,4/12/16
102658,72,0,0,0,4/12/16
102659,85,0,2,0,4/12/16
102660,75,0,0,0,4/12/16
102661,190,0,0,0,4/12/16
102662,85,0,0,0,4/12/16
102663,89,0,0,0,4/12/16
102664,91.8,0,2,0,4/12/16
102665,79.2,0,1,0,4/12/16
102666,79.2,0,1,0,4/12/16
102667,85,0,1,0,4/12/16
102668,85,0,0,0,4/12/16
102669,85,0,0,0,4/12/16
102670,85,0,0,0,4/12/16
102671,88,0,2,0,4/12/16
102672,105.9,0,3,0,4/12/16
102673,85,0,0,0,4/12/16
102674,85,0,0,0,4/12/16
102675,85,0,0,0,4/12/16
102676,126,0,1,0,4/12/16
102677,166.5,0,2,0,4/12/16
102678,85,0,0,0,4/12/16
102679,85,0,0,0,4/12/16
102680,85,0,0,0,4/12/16
102681,85,0,0,0,4/12/16
102682,101.1,0,3,0,4/12/16
102683,85,0,0,0,4/12/16
102684,75,0,1,0,4/12/16
102685,68.45,0,1,0,4/12/16
102686,85,0,0,0,4/12/16
102687,85,0,2,0,4/12/16
102688,114,0,0,0,4/12/16
102689,66.18,0,1,0,4/12/16
102690,102.6,0,2,0,4/12/16
102691,91.8,0,2,0,4/12/16
102692,88.4,0,2,0,4/12/16
102693,85,0,0,0,4/12/16
102694,157.5,0,2,0,4/12/16
102695,66.18,0,1,0,4/12/16
102696,85,0,0,0,4/12/16
102697,91.5,0,1,0,4/12/16
102698,85,0,1,0,4/12/16
102699,66.18,0,1,0,4/12/16
102700,129.33,1,2,0,4/12/16
102701,85,0,0,0,4/12/16
102702,66.88,0,0,0,4/12/16
102703,75,0,0,0,5/12/16
102704,75,0,0,0,5/12/16
102705,75,0,0,0,5/12/16
102706,64.67,0,1,0,5/12/16
102707,75,0,0,0,5/12/16
102708,75,0,0,0,5/12/16
102709,106.25,0,2,0,5/12/16
102710,0,0,0,0,5/12/16
102711,0,0,0,0,5/12/16
102712,85.78,0,2,0,5/12/16
102713,88,0,1,0,5/12/16
102714,88.4,0,1,0,5/12/16
102715,99.2,0,1,0,5/12/16
102716,111.5,0,0,0,5/12/16
102717,57.6,0,3,0,5/12/16
102718,75,0,1,0,5/12/16
102719,100,0,0,0,5/12/16
102720,79.2,0,0,0,5/12/16
102721,80,0,0,0,5/12/16
102722,110.7,0,2,0,5/12/16
102723,122.19,0,1,0,5/12/16
102724,74.8,0,1,0,5/12/16
102725,98,0,0,0,5/12/16
102726,98,0,0,0,5/12/16
102727,98,0,0,0,5/12/16
102728,98,0,0,0,5/12/16
102729,98,0,0,0,5/12/16
102730,98,0,0,0,5/12/16
102731,98,0,0,0,5/12/16
102732,98,0,0,0,5/12/16
102733,74.8,0,2,0,5/12/16
102734,189,1,2,0,5/12/16
102735,79.2,0,0,0,5/12/16
102736,88.2,0,0,0,5/12/16
102737,93.6,0,2,0,5/12/16
102738,48.5,0,1,0,6/12/16
102739,68.07,0,1,0,6/12/16
102740,88,0,0,0,6/12/16
102741,88,0,1,0,6/12/16
102742,104,0,1,0,6/12/16
102743,74.8,0,2,0,6/12/16
102744,128,1,0,0,6/12/16
102745,129,0,0,0,6/12/16
102746,88,0,1,0,6/12/16
102747,83.04,0,1,0,6/12/16
102748,62.64,0,0,0,6/12/16
102749,71.64,0,0,0,6/12/16
102750,78.3,0,0,0,6/12/16
102751,114,0,2,0,6/12/16
102752,114,0,0,0,6/12/16
102753,96,0,0,0,6/12/16
102754,67,0,0,0,6/12/16
102755,67,0,0,0,6/12/16
102756,104,0,2,0,6/12/16
102757,79.2,0,1,0,6/12/16
102758,79.2,0,1,0,6/12/16
102759,118.8,0,1,0,6/12/16
102760,118.8,0,1,0,6/12/16
102761,109,0,1,0,6/12/16
102762,105,0,0,0,6/12/16
102763,96,3,0,0,6/12/16
102764,96,0,0,0,6/12/16
102765,96,0,0,0,6/12/16
102766,96,0,0,0,6/12/16
102767,96,0,0,0,6/12/16
102768,96,0,1,0,6/12/16
102769,75,0,0,0,6/12/16
102770,79.2,0,2,0,6/12/16
102771,96,0,0,0,6/12/16
102772,73.95,0,2,0,6/12/16
102773,75,0,0,0,6/12/16
102774,88,0,0,0,6/12/16
102775,88.2,0,1,0,6/12/16
102776,185.33,0,0,0,6/12/16
102777,77.86,0,1,0,6/12/16
102778,77.86,0,1,0,6/12/16
102779,88.69,0,1,0,6/12/16
102780,103.67,0,0,0,6/12/16
102781,75,0,0,0,6/12/16
102782,75,0,0,0,6/12/16
102783,185.33,0,1,0,6/12/16
102784,89,0,0,0,6/12/16
102785,94.8,0,1,0,6/12/16
102786,54.09,0,0,0,6/12/16
102787,68,0,0,0,6/12/16
102788,97.4,0,1,0,6/12/16
102789,88.4,0,1,0,6/12/16
102790,93.8,0,0,0,6/12/16
102791,64.67,0,1,0,6/12/16
102792,116.8,0,2,0,6/12/16
102793,100.33,0,0,0,6/12/16
102794,130.9,0,2,0,6/12/16
102795,100.33,0,0,0,6/12/16
102796,88,0,0,0,6/12/16
102797,147.9,0,1,0,6/12/16
102798,71.64,0,0,0,6/12/16
102799,109,0,0,0,6/12/16
102800,88,0,1,0,6/12/16
102801,97,0,0,0,6/12/16
102802,87.3,0,0,0,6/12/16
102803,74.8,0,1,0,6/12/16
102804,104,0,1,0,6/12/16
102805,106.89,1,3,0,6/12/16
102806,0,0,1,0,6/12/16
102807,75,0,0,0,6/12/16
102808,63,0,0,0,6/12/16
102809,0,0,1,0,6/12/16
102810,88,0,2,0,7/12/16
102811,124,0,0,0,7/12/16
102812,93.6,0,2,0,7/12/16
102813,0,0,1,0,7/12/16
102814,60.98,0,1,0,7/12/16
102815,97,0,0,0,7/12/16
102816,70,0,0,0,7/12/16
102817,126,0,0,0,7/12/16
102818,88,0,0,0,7/12/16
102819,88,0,0,0,7/12/16
102820,88,0,0,0,7/12/16
102821,89.89,0,2,0,7/12/16
102822,87.78,0,1,0,7/12/16
102823,88,1,1,0,7/12/16
102824,89.89,0,1,0,7/12/16
102825,237.75,0,0,0,7/12/16
102826,75,0,1,0,7/12/16
102827,75,0,1,0,7/12/16
102828,93.6,0,1,0,7/12/16
102829,96.9,0,0,0,7/12/16
102830,87.2,0,0,0,7/12/16
102831,88,0,0,0,7/12/16
102832,93.6,0,2,0,7/12/16
102833,78.3,0,1,0,7/12/16
102834,93.6,0,3,0,7/12/16
102835,107.09,1,2,0,7/12/16
102836,70.72,0,0,0,7/12/16
102837,63.75,0,0,0,7/12/16
102838,76.29,0,0,0,7/12/16
102839,89.89,0,1,0,7/12/16
102840,174,0,0,0,7/12/16
102841,68.07,0,1,0,7/12/16
102842,154,0,2,0,7/12/16
102843,0,0,1,0,7/12/16
102844,69.36,0,2,0,7/12/16
102845,88,0,2,0,7/12/16
102846,110.2,0,1,0,7/12/16
102847,18,0,1,0,7/12/16
102848,75,0,0,0,8/12/16
102849,66.71,0,0,0,8/12/16
102850,88,0,1,0,8/12/16
102851,88,0,1,0,8/12/16
102852,80,0,0,0,31/01/17
102853,88,0,0,0,8/12/16
102854,0,0,0,0,8/12/16
102855,88.4,0,0,0,8/12/16
102856,104,0,2,0,8/12/16
102857,104,0,2,0,8/12/16
102858,79.2,0,0,0,8/12/16
102859,79.2,0,0,0,8/12/16
102860,79,0,1,0,8/12/16
102861,68,0,1,0,8/12/16
102862,68,0,1,0,8/12/16
102863,156.9,1,1,0,8/12/16
102864,104,0,1,0,8/12/16
102865,90,0,0,0,8/12/16
102866,72.75,0,2,0,8/12/16
102867,72.75,1,2,0,8/12/16
102868,147.9,0,1,0,8/12/16
102869,72.38,0,1,0,8/12/16
102870,88,0,1,0,8/12/16
102871,57.6,0,1,0,8/12/16
102872,88,0,0,0,8/12/16
102873,79.2,0,2,0,8/12/16
102874,98,0,2,0,8/12/16
102875,78,0,1,0,8/12/16
102876,94,0,0,0,8/12/16
102877,104,0,2,0,8/12/16
102878,114,0,1,0,8/12/16
102879,88,0,2,0,8/12/16
102880,88.4,0,0,0,8/12/16
102881,120.7,0,1,0,8/12/16
102882,108,0,2,0,8/12/16
102883,165.6,0,1,0,8/12/16
102884,89.59,0,0,0,8/12/16
102885,110.7,0,2,0,8/12/16
102886,88.4,0,2,0,8/12/16
102887,68,0,0,0,8/12/16
102888,88.4,0,2,0,8/12/16
102889,122.6,0,1,0,8/12/16
102890,79,0,0,0,8/12/16
102891,79,0,0,0,8/12/16
102892,103.7,0,3,0,8/12/16
102893,79.2,0,0,0,8/12/16
102894,103.7,0,3,0,8/12/16
102895,72.38,0,1,0,8/12/16
102896,83.2,0,1,0,8/12/16
102897,74.8,0,0,0,8/12/16
102898,68,0,2,0,8/12/16
102899,0,0,1,0,8/12/16
102900,65.6,0,1,0,9/12/16
102901,75.05,0,1,0,9/12/16
102902,104,0,0,0,9/12/16
102903,81.56,0,2,0,9/12/16
102904,105,0,0,0,9/12/16
102905,97.75,0,1,0,9/12/16
102906,98,0,0,0,9/12/16
102907,89.14,0,2,0,9/12/16
102908,75.08,0,1,0,9/12/16
102909,82,0,2,0,9/12/16
102910,75,0,1,0,9/12/16
102911,89.89,0,1,0,9/12/16
102912,83.3,0,0,0,9/12/16
102913,54.71,0,1,0,9/12/16
102914,154,0,0,0,9/12/16
102915,97.4,0,0,0,9/12/16
102916,71.8,0,0,0,9/12/16
102917,88.4,0,1,0,9/12/16
102918,65.76,0,1,0,9/12/16
102919,105.9,0,0,0,9/12/16
102920,70.88,0,0,0,9/12/16
102921,75,0,0,0,9/12/16
102922,79.2,0,1,0,9/12/16
102923,74.8,0,1,0,9/12/16
102924,126,0,1,0,9/12/16
102925,106.33,0,1,0,9/12/16
102926,89.39,0,0,0,9/12/16
102927,79.2,0,1,0,9/12/16
102928,85.05,0,0,0,9/12/16
102929,84,0,1,0,9/12/16
102930,79.2,0,1,0,9/12/16
102931,108,0,0,0,9/12/16
102932,81.88,0,0,0,9/12/16
102933,75,0,1,0,10/12/16
102934,75,0,0,0,10/12/16
102935,86.4,0,2,0,10/12/16
102936,90,0,0,0,10/12/16
102937,94.5,0,1,0,10/12/16
102938,101.18,0,3,0,10/12/16
102939,82.44,0,1,0,10/12/16
102940,82.44,0,1,0,10/12/16
102941,68.07,0,1,0,10/12/16
102942,65,0,0,0,10/12/16
102943,111,0,0,0,10/12/16
102944,88.2,1,2,0,10/12/16
102945,65,0,0,0,10/12/16
102946,98.1,0,1,0,10/12/16
102947,131,0,0,0,10/12/16
102948,118.8,0,2,0,10/12/16
102949,105,0,0,0,10/12/16
102950,91.6,0,0,0,10/12/16
102951,74.8,0,1,0,10/12/16
102952,54.71,0,1,0,10/12/16
102953,106.33,0,0,0,10/12/16
102954,119.8,0,1,0,10/12/16
102955,102.6,1,2,0,10/12/16
102956,105,0,0,0,10/12/16
102957,190,0,2,0,10/12/16
102958,102.79,0,2,0,10/12/16
102959,65,0,0,0,10/12/16
102960,106.33,0,1,0,10/12/16
102961,181,0,0,0,10/12/16
102962,78.15,0,1,0,10/12/16
102963,79.2,0,2,0,10/12/16
102964,75,0,0,0,10/12/16
102965,111,0,1,0,10/12/16
102966,105,0,0,0,10/12/16
102967,100.6,0,0,0,10/12/16
102968,89.89,0,1,0,10/12/16
102969,105,0,0,0,10/12/16
102970,108.67,0,0,0,11/12/16
102971,140,0,1,0,11/12/16
102972,96.91,0,1,0,11/12/16
102973,104.55,0,1,0,11/12/16
102974,73.95,0,1,0,11/12/16
102975,73.95,0,1,0,11/12/16
102976,93.6,0,1,0,11/12/16
102977,94.51,0,1,0,11/12/16
102978,100,0,0,0,11/12/16
102979,73.95,0,1,0,11/12/16
102980,73.95,0,1,0,11/12/16
102981,93.6,0,1,0,11/12/16
102982,93.6,0,1,0,11/12/16
102983,93.6,0,1,0,11/12/16
102984,77.78,0,1,0,11/12/16
102985,79.2,0,1,0,11/12/16
102986,75,0,1,0,11/12/16
102987,96.9,0,1,0,11/12/16
102988,75,0,0,0,11/12/16
102989,140,0,2,0,11/12/16
102990,126,0,2,0,11/12/16
102991,67.68,0,0,0,11/12/16
102992,74.88,0,0,0,11/12/16
102993,150.67,0,0,0,11/12/16
102994,102.6,1,1,0,11/12/16
102995,92.65,0,0,0,11/12/16
102996,68,0,0,0,11/12/16
102997,79.2,0,2,0,11/12/16
102998,81.9,0,1,0,11/12/16
